id,organization_id,type,species,breed_primary,breed_secondary,is_mixed,color_primary,color_secondary,color_tertiary,age,gender,size,coat,name,status,spayed_neutered,house_trained,declawed,special_needs,shots_current,children_friendly,dogs_friendly,cats_friendly,email,phone,city,state,postcode,county,country,published_at,distance
73901785,TX2269,Dog,Dog,Labrador Retriever,Chihuahua,True,White / Cream,,,Baby,Male,Medium,Short,Teddy the Sweet Cuddly Bear,adoptable,True,False,,False,True,True,True,True,kristin@threelittlepittiesrescue.org,,Austin,TX,78705,48453,US,2024-11-09T21:58:32+0000,111.3549
73901771,TX2269,Dog,Dog,American Staffordshire Terrier,American Bulldog,True,Gray / Blue / Silver,White / Cream,,Young,Female,Medium,Short,"Edna Ark, the Playful Girl",adoptable,True,True,,False,True,True,True,False,kristin@threelittlepittiesrescue.org,,Dallas,TX,75266,48113,US,2024-11-09T21:57:20+0000,178.2615
73901752,NC1205,Dog,Dog,Border Collie,Husky,True,Black,White / Cream,,Young,Female,Medium,Medium,Lucy,adoptable,True,False,,False,True,True,True,True,info@destinationrescue.org,(201) 906-7848,Garden City,KS,67846,20055,US,2024-11-09T21:55:21+0000,472.2696
73901627,TX2269,Dog,Dog,Labrador Retriever,Pit Bull Terrier,True,Yellow / Tan / Blond / Fawn,White / Cream,,Baby,Male,Medium,Short,Preston the Precious Happy Pup,adoptable,True,False,,False,True,True,True,True,kristin@threelittlepittiesrescue.org,,Friendswood,TX,77546,48167,US,2024-11-09T21:44:53+0000,269.093
73901605,TX2269,Dog,Dog,Labrador Retriever,Chihuahua,True,White / Cream,,,Baby,Male,Medium,Short,Teddy the Sweet Cuddly Bear,adoptable,True,False,,False,True,True,True,True,kristin@threelittlepittiesrescue.org,,Friendswood,TX,77546,48167,US,2024-11-09T21:41:05+0000,269.093
73901596,TX2269,Dog,Dog,Labrador Retriever,Terrier,True,Yellow / Tan / Blond / Fawn,White / Cream,,Baby,Male,Medium,Short,Louie the Lovable Mellow Boy,adoptable,True,False,,False,True,True,True,True,kristin@threelittlepittiesrescue.org,,Austin,TX,78705,48453,US,2024-11-09T21:37:41+0000,111.3549
73901585,TX2479,Cat,Cat,Domestic Short Hair,,True,,,,Baby,Male,Small,,eek,adoptable,False,False,False,False,False,,,,BCAS@bellcounty.texas.gov,(254) 933-6778,Belton,TX,76513,48027,US,2024-11-09T21:36:47+0000,105.298
73901573,AR436,Dog,Dog,German Shepherd Dog,Mixed Breed,True,Yellow / Tan / Blond / Fawn,Gray / Blue / Silver,,Adult,Male,Medium,,Stone,adoptable,True,True,,False,True,True,True,True,arkpolar@yahoo.com,(479) 806-5236,Fort Smith,AR,72904,05131,US,2024-11-09T21:36:20+0000,401.6378
73901513,LA278,Cat,Cat,Domestic Short Hair,,True,,,,Baby,Male,Small,,Zorro,adoptable,False,False,False,False,True,,,,animalservices@bossiercity.org,(318) 741-8499,Bossier City,LA,71111,22915,US,2024-11-09T21:29:53+0000,337.9339
73901515,LA278,Cat,Cat,Domestic Short Hair,,True,,,,Baby,Female,Small,,Zephyra,adoptable,False,False,False,False,True,,,,animalservices@bossiercity.org,(318) 741-8499,Bossier City,LA,71111,22915,US,2024-11-09T21:29:53+0000,337.9339
73901514,LA278,Cat,Cat,Domestic Short Hair,,True,,,,Baby,Female,Small,,Zadie,adoptable,False,False,False,False,True,,,,animalservices@bossiercity.org,(318) 741-8499,Bossier City,LA,71111,22915,US,2024-11-09T21:29:53+0000,337.9339
73901516,LA278,Cat,Cat,Domestic Short Hair,,True,,,,Baby,Male,Small,,Zen,adoptable,False,False,False,False,True,,,,animalservices@bossiercity.org,(318) 741-8499,Bossier City,LA,71111,22915,US,2024-11-09T21:29:53+0000,337.9339
73901503,TX2522,Rabbit,Rabbit,English Spot,,False,,,,Baby,Male,Medium,,Thomas,adoptable,False,False,,False,True,,,,info@houstonrabbitresource.org,,The Woodlands,TX,77381,48339,US,2024-11-09T21:28:40+0000,234.426
73901505,TX2522,Rabbit,Rabbit,Mini Lop,,False,,,,Young,Female,Medium,,Willow,adoptable,False,False,,False,True,,,,info@houstonrabbitresource.org,,The Woodlands,TX,77381,48339,US,2024-11-09T21:28:40+0000,234.426
73901504,TX2522,Rabbit,Rabbit,Lionhead,,False,,,,Baby,Male,Medium,,Landon,adoptable,False,False,,False,True,,,,info@houstonrabbitresource.org,,The Woodlands,TX,77381,48339,US,2024-11-09T21:28:40+0000,234.426
73901331,TX2699,Dog,Dog,English Bulldog,,False,Harlequin,,,Adult,Male,Medium,Short,A Boy Named Sue PC,adoptable,True,True,,False,True,True,True,True,doghousearthouse@gmail.com,,Goliad,TX,77963,48175,US,2024-11-09T21:27:37+0000,210.3618
73901475,TX2471,Cat,Cat,Domestic Short Hair,,True,Black,,,Baby,Female,Medium,,57246084,adoptable,False,False,False,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:04+0000,424.3066
73901474,TX2471,Dog,Dog,Pug,Chihuahua,True,Yellow / Tan / Blond / Fawn,,,Baby,Female,Small,,57246690,adoptable,False,False,,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:03+0000,424.3066
73901473,TX2471,Cat,Cat,Domestic Short Hair,,True,White,Gray / Blue / Silver,,Baby,Female,Small,,NEBULA,adoptable,False,False,False,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:03+0000,424.3066
73901472,TX2471,Dog,Dog,Rhodesian Ridgeback,Mixed Breed,True,Brown / Chocolate,,,Young,Male,Large,,57246126,adoptable,False,False,,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:02+0000,424.3066
73901469,TX2471,Dog,Dog,Labrador Retriever,Pit Bull Terrier,True,Black,,,Baby,Female,Small,,Coco Puff*,adoptable,True,False,,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:01+0000,424.3066
73901470,TX2471,Dog,Dog,Pug,Shih Tzu,True,,,,Baby,Male,Small,,cowboy*,adoptable,False,False,,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:01+0000,424.3066
73901471,TX2471,Cat,Cat,Domestic Medium Hair,,True,Gray / Blue / Silver,,,Young,Female,Small,,Nova,adoptable,False,False,False,False,True,,,,epasadoptions@elpasotexas.gov,(915) 212-7297,El Paso,TX,79906,48141,US,2024-11-09T21:27:01+0000,424.3066
73901451,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Young,Female,Medium,,Cami,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:41+0000,153.5617
73901445,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Moo Meow,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901446,TX2337,Cat,Cat,Russian Blue,Domestic Short Hair,True,,,,Baby,Male,Small,,Denver,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901448,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Female,Small,,Victoria,adoptable,True,True,False,True,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901450,TX2337,Cat,Cat,Russian Blue,Domestic Short Hair,True,,,,Baby,Female,Small,,Dottie,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901449,TX2337,Cat,Cat,Russian Blue,Domestic Short Hair,True,,,,Baby,Male,Small,,Bernard,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901447,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Male,Medium,,Triton,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:40+0000,153.5617
73901442,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Seager,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:39+0000,153.5617
73901443,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Female,Small,,Matilda,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:39+0000,153.5617
73901441,TX2337,Cat,Cat,Russian Blue,Domestic Short Hair,True,,,,Baby,Male,Small,,Cheswick,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:39+0000,153.5617
73901444,TX2337,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Medium,,Tortilla,adoptable,True,True,False,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-09T21:26:39+0000,153.5617
73901437,TX38,Dog,Dog,Great Dane,Labrador Retriever,True,,,,Adult,Female,Large,,57246345,adoptable,False,False,,False,False,,,,adopt@aggielandhumane.org,(979) 775-5755,Bryan,TX,77801,48395,US,2024-11-09T21:26:33+0000,173.6986
73901438,TX38,Dog,Dog,Great Dane,Labrador Retriever,True,,,,Adult,Female,Large,,57246343,adoptable,False,False,,False,False,,,,adopt@aggielandhumane.org,(979) 775-5755,Bryan,TX,77801,48395,US,2024-11-09T21:26:33+0000,173.6986
73901417,TX219,Rabbit,Rabbit,Rex,,False,,,,Adult,Female,Small,,BLUEBELL,adoptable,False,False,,False,False,,,,adoptions@houstonhumane.org,713-433-6421,Houston,TX,77053,48201,US,2024-11-09T21:26:05+0000,254.9173
73901420,TX219,Dog,Dog,Mixed Breed,,False,,,,Adult,Female,Medium,,LIMO,adoptable,False,False,,False,False,,,,adoptions@houstonhumane.org,713-433-6421,Houston,TX,77053,48201,US,2024-11-09T21:26:05+0000,254.9173
73901413,TX219,Rabbit,Rabbit,Rex,,False,,,,Adult,Female,Small,,BLACKBERRY,adoptable,False,False,,False,False,,,,adoptions@houstonhumane.org,713-433-6421,Houston,TX,77053,48201,US,2024-11-09T21:26:04+0000,254.9173
73901415,TX219,Rabbit,Rabbit,Rex,,False,,,,Adult,Female,Small,,CLOVER,adoptable,False,False,,False,False,,,,adoptions@houstonhumane.org,713-433-6421,Houston,TX,77053,48201,US,2024-11-09T21:26:04+0000,254.9173
73901359,KS146,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Large,,Sodapop Curtis,adoptable,True,False,,False,False,,,,animalshelter@hutchgov.com,(620) 694-1924,Hutchinson,KS,67504,20155,US,2024-11-09T21:24:30+0000,474.8059
73901360,KS146,Cat,Cat,Domestic Short Hair,,False,,,,Young,Female,Small,,Skittles,adoptable,False,False,False,False,False,,,,animalshelter@hutchgov.com,(620) 694-1924,Hutchinson,KS,67504,20155,US,2024-11-09T21:24:30+0000,474.8059
73901307,TX26,Dog,Dog,English Bulldog,Mixed Breed,True,,,,Adult,Female,Large,,57244539,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:07+0000,153.6664
73901305,TX26,Dog,Dog,Maltese,Mixed Breed,True,,,,Adult,Male,Medium,,Bear,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:06+0000,153.6664
73901304,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Senior,Male,Large,,Apollo,adoptable,True,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:06+0000,153.6664
73901306,TX26,Dog,Dog,Terrier,Mixed Breed,True,,,,Adult,Male,Small,,Sloppy Joe,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:06+0000,153.6664
73901300,TX26,Dog,Dog,Cane Corso,Mixed Breed,True,,,,Senior,Male,Large,,HERCULES,adoptable,True,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901303,TX26,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Small,,Doja Cat,adoptable,False,False,False,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901299,TX26,Dog,Dog,German Shepherd Dog,Mixed Breed,True,,,,Adult,Female,Medium,,57182038,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901298,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Large,,57245435,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901301,TX26,Dog,Dog,Chihuahua,Mixed Breed,True,,,,Adult,Female,Small,,57246388,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901302,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Medium,,Pringles,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:05+0000,153.6664
73901293,TX26,Dog,Dog,Mixed Breed,,False,,,,Adult,Female,Large,,Bella,adoptable,True,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901294,TX26,Dog,Dog,Husky,Mixed Breed,True,,,,Adult,Male,Large,,57245683,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901297,TX26,Dog,Dog,Husky,Mixed Breed,True,,,,Adult,Female,Medium,,57190983,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901289,TX26,Dog,Dog,Boxer,Mixed Breed,True,,,,Adult,Male,Medium,,57244846,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901295,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Large,,57244545,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901290,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Large,,57246365,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:04+0000,153.6664
73901292,TX26,Dog,Dog,Chihuahua,Mixed Breed,True,,,,Adult,Male,Small,,Norbert,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:03+0000,153.6664
73901288,TX26,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Male,Small,,57246137,adoptable,False,False,False,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-09T21:23:03+0000,153.6664
73901145,TX1218,Cat,Cat,Domestic Short Hair,,False,White,Black,,Baby,Male,Small,,Rains in Africa,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:54+0000,111.5016
73901147,TX1218,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Octavius 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:54+0000,111.5016
73901133,TX1218,Cat,Cat,Domestic Short Hair,,False,Black,White,,Baby,Female,Small,,Thinking Cap 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901136,TX1218,Cat,Cat,Domestic Short Hair,,False,Black,,,Baby,Male,Small,,Criss Cross Applesauce 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901138,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Yellow / Tan / Blond / Fawn,Black,,Baby,Male,Large,,Macy&#39;s Parade,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901134,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Black,White / Cream,,Baby,Female,Large,,Cranberry Salsa,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901137,TX1218,Cat,Cat,Domestic Long Hair,,False,Gray / Blue / Silver,White,,Adult,Female,Medium,,Toe Bean Jolene,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901131,TX1218,Dog,Dog,German Shepherd Dog,Shar-Pei,True,White / Cream,Black,,Baby,Male,Medium,,Cottonmouth,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901132,TX1218,Cat,Cat,Domestic Short Hair,,False,Brown / Chocolate,White,,Adult,Male,Large,,Paper Heart,adoptable,True,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901141,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Red / Chestnut / Orange,Black,,Baby,Male,Large,,Football,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901143,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Black,White / Cream,,Baby,Female,Large,,Tamales,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901139,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Yellow / Tan / Blond / Fawn,White / Cream,,Baby,Female,Large,,Turkey Gobbler,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901135,TX1218,Cat,Cat,Siamese,,False,,,,Baby,Male,Small,,Yen 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901142,TX1218,Cat,Cat,Domestic Short Hair,,False,Black,,,Baby,Female,Small,,Spoo,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:53+0000,111.5016
73901125,TX1218,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Female,Small,,Ophelia 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901129,TX1218,Dog,Dog,Shepherd,Mixed Breed,True,,,,Baby,Male,Small,,Fruit Loops,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901128,TX1218,Cat,Cat,Domestic Short Hair,,False,Orange / Red,White,,Young,Male,Small,,P.J. Soles,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901127,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Black,White / Cream,,Baby,Female,Medium,,Green Bean Casserole,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901126,TX1218,Dog,Dog,German Shepherd Dog,Shar-Pei,True,Black,Yellow / Tan / Blond / Fawn,,Baby,Male,Small,,Rattler,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901130,TX1218,Dog,Dog,German Shepherd Dog,,False,Yellow / Tan / Blond / Fawn,Black,,Young,Female,Medium,,Cecelia,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901124,TX1218,Cat,Cat,Domestic Short Hair,,False,White,Orange / Red,,Baby,Female,Small,,Rosanna,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:52+0000,111.5016
73901122,TX1218,Cat,Cat,Domestic Short Hair,,False,Brown / Chocolate,White,,Baby,Female,Small,,Jacob Black 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901123,TX1218,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Oregano 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901119,TX1218,Dog,Dog,Shepherd,Mixed Breed,True,,,,Baby,Female,Small,,Honey Nut Cheerios,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901118,TX1218,Dog,Dog,Shepherd,Mixed Breed,True,,,,Baby,Female,Small,,Apple Jax,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901121,TX1218,Dog,Dog,German Shepherd Dog,Shar-Pei,True,White / Cream,Black,,Baby,Female,Medium,,Anaconda,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901120,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Yellow / Tan / Blond / Fawn,Black,,Baby,Male,Large,,Stretchy Pants,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:51+0000,111.5016
73901106,TX1218,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Winona Meowdyer 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901107,TX1218,Cat,Cat,Domestic Short Hair,,False,Gray / Blue / Silver,White,,Baby,Female,Small,,James Baseball 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901114,TX1218,Cat,Cat,Domestic Short Hair,,False,Black,White,,Adult,Male,Medium,,Instant Noodles 9,adoptable,True,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901117,TX1218,Dog,Dog,Mixed Breed,,True,Yellow / Tan / Blond / Fawn,White / Cream,,Baby,Female,Medium,,Delia,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901105,TX1218,Dog,Dog,German Shepherd Dog,Shar-Pei,True,Yellow / Tan / Blond / Fawn,Black,,Baby,Male,Medium,,Boomslang,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901108,TX1218,Dog,Dog,German Shepherd Dog,Shar-Pei,True,White / Cream,Black,,Baby,Male,Medium,,Python,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901115,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Yellow / Tan / Blond / Fawn,Black,,Baby,Female,Large,,Gravy Boat,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901112,TX1218,Cat,Cat,Domestic Medium Hair,,False,Black,White,,Young,Female,Medium,,Wasabi,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901113,TX1218,Dog,Dog,Australian Shepherd,,True,White / Cream,Brown / Chocolate,,Baby,Female,Medium,,Athena,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901110,TX1218,Cat,Cat,Domestic Short Hair,,False,Orange / Red,White,,Young,Female,Small,,Lucky Star,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901109,TX1218,Dog,Dog,Terrier,Mixed Breed,True,Yellow / Tan / Blond / Fawn,,,Baby,Male,Medium,,Cauliflower Mash,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901116,TX1218,Dog,Dog,Coonhound,Great Pyrenees,True,Black,White / Cream,,Baby,Male,Large,,Afternoon Nap,adoptable,True,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901111,TX1218,Cat,Cat,Domestic Short Hair,,False,Gray / Blue / Silver,White,,Adult,Male,Medium,,Church Creed,adoptable,True,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:50+0000,111.5016
73901101,TX1218,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Female,Small,,Opal 27,adoptable,False,False,False,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:49+0000,111.5016
73901104,TX1218,Dog,Dog,German Shepherd Dog,,False,Black,Yellow / Tan / Blond / Fawn,,Adult,Female,Large,,Mamba,adoptable,False,False,,False,True,,,,adopt@austinpetsalive.org,(512) 961-6519,Austin,TX,78704,48453,US,2024-11-09T21:19:49+0000,111.5016
